match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_win,p2_win,p1_streak,p2_streak,ace_diff,double_diff,unf_diff,net_diff,break_won_diff,break_missed_diff,ace_diff_cumsum,double_diff_cumsum,unf_diff_cumsum,net_diff_cumsum,break_won_diff_cumsum,break_missed_diff_cumsum
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:07:27,3,1,161,1,1,0,0,40,30,1,1,1,82,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.968,15.75,1,113.0,C,NCTL,ND,1,0,2.0,-2.0,0,0,0,0,0,0,0,1,0,-1,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:16:15,3,2,173,1,1,1,0,40,AD,2,1,2,87,86,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.698,14.275,5,128.0,W,NCTL,ND,0,1,-2.0,2.0,0,0,0,-1,0,0,0,0,-3,-3,0,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:20:27,3,3,179,1,1,1,1,40,30,1,1,1,91,88,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.905,24.521,1,122.0,W,CTL,D,1,0,2.0,-2.0,1,0,0,0,0,0,1,0,-3,-3,0,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:25:59,3,4,184,1,1,2,1,40,15,2,1,1,95,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25.215,21.594,6,133.0,C,NCTL,ND,1,0,2.0,-2.0,0,0,0,0,1,0,1,0,-4,-3,1,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:28:59,3,5,189,1,1,3,1,40,15,1,1,1,99,90,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,1.077,1,107.0,W,CTL,,1,0,1.0,-1.0,1,0,0,0,0,0,3,1,-4,-3,1,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:34:46,3,6,195,1,1,4,1,30,40,2,1,2,101,94,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11.882,6.858,1,132.0,W,NCTL,ND,0,1,-2.0,2.0,0,0,0,-1,0,0,3,1,-5,-3,1,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:36:54,3,7,199,1,1,4,2,40,0,1,1,1,105,94,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0.859,1,109.0,W,CTL,,1,0,4.0,-4.0,1,0,0,0,0,0,4,1,-6,-3,1,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:43:02,3,8,207,1,1,5,2,40,AD,2,1,2,108,99,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,0.73,1,124.0,C,NCTL,,0,1,-3.0,3.0,-1,0,0,0,0,0,1,1,-8,-4,1,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:46:29,3,9,212,1,1,5,3,40,15,1,1,1,112,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.526,13.833,1,128.0,C,NCTL,D,1,0,1.0,-1.0,0,0,0,0,0,0,1,1,-8,-3,1,3
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:51:40,4,1,217,2,1,0,0,15,40,2,1,2,113,104,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.203,0.911,1,129.0,C,NCTL,,0,1,-4.0,4.0,0,0,0,0,0,0,0,0,-1,-1,0,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,02:55:53,4,2,223,2,1,0,1,30,40,1,2,2,115,108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40.04,44.105,10,93.0,BW,NCTL,ND,0,1,-2.0,2.0,0,0,0,0,-1,0,0,2,2,-1,-1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:10:27,4,3,241,2,1,0,2,40,AD,2,1,2,123,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.645,8.043,1,119.0,C,NCTL,D,0,1,-2.0,2.0,0,0,0,0,0,0,-1,2,0,-6,-1,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:15:53,4,4,249,2,1,0,3,AD,40,1,2,1,128,121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.988,22.561,7,90.0,B,NCTL,ND,1,0,4.0,-4.0,0,0,-1,0,0,0,-1,3,1,-4,-1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:20:54,4,5,257,2,1,1,3,40,AD,2,1,2,131,126,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865,1.001,1,116.0,C,CTL,,0,1,-2.0,2.0,-1,0,0,0,0,0,-2,3,-1,-5,-1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:26:04,4,6,262,2,1,1,4,40,15,1,1,1,135,127,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,131.0,,,,1,0,4.0,-4.0,1,0,0,0,0,0,-1,4,-1,-4,-1,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:30:31,4,7,268,2,1,2,4,40,30,2,1,1,139,129,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,11.127,11.612,2,129.0,W,CTL,ND,1,0,1.0,-1.0,0,0,-1,0,1,0,-1,3,-3,-4,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:34:53,4,8,273,2,1,3,4,40,15,1,1,1,143,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.559,5.6,1,115.0,BW,NCTL,ND,1,0,2.0,-2.0,0,0,0,0,0,0,-1,4,-2,-4,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:37:21,4,9,278,2,1,4,4,15,40,2,2,2,144,134,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28.05,22.624,7,105.0,BC,NCTL,D,0,1,-3.0,3.0,0,0,1,0,0,0,-2,4,-2,-5,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:44:23,4,10,286,2,1,4,5,AD,40,1,1,1,149,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.861,4.678,1,113.0,C,NCTL,ND,1,0,2.0,-2.0,0,0,0,0,0,0,-2,4,-2,-4,0,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:48:58,4,11,292,2,1,5,5,40,30,2,2,1,153,139,1,0,0,0,1,0,B,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.414,5.129,2,108.0,BW,NCTL,D,1,0,3.0,-3.0,0,0,0,0,1,0,-2,4,-3,-4,1,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,03:56:11,4,12,300,2,1,6,5,AD,40,1,1,1,158,142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767,6.518,1,116.0,BW,NCTL,ND,1,0,3.0,-3.0,0,0,0,0,0,0,-2,4,-2,-3,1,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:06:07,1,1,12,0,0,0,0,40,AD,2,2,2,5,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.748,17.025,3,100.0,BC,NCTL,D,0,1,-2.0,2.0,0,0,1,0,0,0,-1,-1,-1,1,0,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:09:00,1,2,16,0,0,0,1,40,0,1,1,1,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.931,4.061,1,131.0,BC,CTL,D,1,0,4.0,-4.0,0,0,0,0,0,0,-1,-1,-1,2,0,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:11:40,1,3,21,0,0,1,1,15,40,2,2,2,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07,10.717,3,106.0,BC,NCTL,ND,0,1,-3.0,3.0,0,0,0,0,0,0,-1,-1,-2,2,0,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:16:30,1,4,26,0,0,1,2,40,15,1,1,1,14,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.568,6.851,1,133.0,C,CTL,D,1,0,2.0,-2.0,0,0,0,0,0,0,-1,-1,-2,3,0,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:19:07,1,5,31,0,0,2,2,15,40,2,1,2,15,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.431,4.514,1,114.0,W,NCTL,D,0,1,-2.0,2.0,0,0,0,0,0,0,-2,-1,-3,3,0,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:23:04,1,6,36,0,0,2,3,40,15,1,1,1,19,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.155,18.797,3,122.0,W,NCTL,ND,1,0,3.0,-3.0,0,0,0,1,0,0,-2,-1,-3,4,0,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:24:56,1,7,40,0,0,3,3,0,40,2,1,2,19,21,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.498,0.816,1,121.0,C,NCTL,,0,1,-4.0,4.0,-1,0,0,0,0,0,-4,-1,-3,4,0,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:29:22,1,8,45,0,0,3,4,15,40,1,2,2,20,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6.191,7.371,2,98.0,BC,NCTL,D,0,1,-3.0,3.0,0,0,1,0,-1,0,-4,-1,1,4,-1,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:32:50,1,9,51,0,0,3,5,30,40,2,1,2,22,29,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.785,14.59,3,127.0,C,NCTL,ND,0,1,-3.0,3.0,0,0,0,-1,0,0,-4,-1,-1,3,-1,1
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:36:23,2,1,55,0,1,0,0,40,0,1,1,1,26,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.137,5.981,1,131.0,C,CTL,D,1,0,4.0,-4.0,0,0,0,0,0,0,0,0,0,2,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:39:42,2,2,60,0,1,1,0,15,40,2,1,2,27,33,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.164,0.861,1,117.0,W,CTL,,0,1,-2.0,2.0,-1,0,0,0,0,0,-1,-1,0,0,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:41:13,2,3,64,0,1,1,1,40,0,1,1,1,31,33,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0.911,1,126.0,C,NCTL,,1,0,4.0,-4.0,1,0,0,0,0,0,2,-1,0,0,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:44:45,2,4,68,0,1,2,1,0,40,2,1,2,31,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.645,7.542,1,120.0,C,CTL,ND,0,1,-4.0,4.0,0,0,0,0,0,0,1,-1,1,0,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:47:13,2,5,72,0,1,2,2,40,0,1,1,1,35,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.731,6.162,1,131.0,W,CTL,ND,1,0,4.0,-4.0,0,0,0,0,0,0,1,-1,0,2,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:51:27,2,6,77,0,1,3,2,15,40,2,1,2,36,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.537,3.442,1,118.0,W,CTL,ND,0,1,-4.0,4.0,0,0,0,0,0,0,0,-1,-1,1,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:53:22,2,7,81,0,1,3,3,40,0,1,2,1,40,41,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.221,9.258,3,101.0,BW,NCTL,ND,1,0,4.0,-4.0,0,0,-1,0,0,0,0,-1,-2,2,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,00:59:10,2,8,87,0,1,4,3,30,40,2,2,2,42,45,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.974,4.833,1,107.0,BC,NCTL,D,0,1,-1.0,1.0,0,0,1,0,0,0,0,-1,-2,1,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,01:49:27,2,9,93,0,1,4,4,40,30,1,1,1,46,47,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135,1.156,1,123.0,C,CTL,,1,0,2.0,-2.0,1,0,0,0,0,0,1,0,-1,1,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,01:54:35,2,10,98,0,1,5,4,15,40,2,1,2,47,51,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,0.853,1,116.0,W,CTL,,0,1,-2.0,2.0,0,0,0,0,0,0,1,0,-1,0,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,01:56:54,2,11,102,0,1,5,5,40,0,1,1,1,51,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.012,6.32,1,127.0,C,NCTL,ND,1,0,4.0,-4.0,0,0,0,0,0,0,1,0,-2,1,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:00:47,2,12,107,0,1,6,5,15,40,2,1,2,52,55,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.848,5.163,3,,C,NCTL,D,0,1,-3.0,3.0,0,0,0,-1,0,0,1,0,-1,-1,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:08:59,2,13,118,0,1,6,6,4,6,2,1,2,56,62,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0.722,1,130.0,C,NCTL,,0,1,-2.0,2.0,-1,0,0,0,0,0,0,0,-1,0,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:14:38,3,1,124,0,2,0,0,30,40,2,1,2,58,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.14,4.443,1,125.0,W,CTL,ND,0,1,-1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:17:22,3,2,129,0,2,0,1,40,15,1,2,1,62,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.197,35.83,9,98.0,BC,NCTL,ND,1,0,4.0,-4.0,0,0,0,0,0,0,2,0,2,1,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:22:41,3,3,135,0,2,1,1,30,40,2,1,2,64,71,2,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.462,16.057,5,127.0,C,CTL,D,0,1,-4.0,4.0,0,0,0,0,0,0,1,0,2,1,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:26:39,3,4,140,0,2,1,2,40,15,1,1,1,68,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.246,6.675,1,131.0,C,NCTL,ND,1,0,3.0,-3.0,0,0,0,0,0,0,2,0,2,1,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:29:56,3,5,145,0,2,2,2,15,40,2,1,2,69,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.043,1,135.0,C,CTL,,0,1,-2.0,2.0,0,0,0,0,0,0,2,0,3,2,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:32:37,3,6,149,0,2,2,3,40,0,1,1,1,73,76,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.704,13.791,3,125.0,W,CTL,,1,0,4.0,-4.0,0,0,0,1,0,0,4,0,3,4,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:37:45,3,7,157,0,2,3,3,40,AD,2,1,2,76,81,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464,0.889,1,125.0,W,CTL,,0,1,-2.0,2.0,-1,0,0,0,0,0,1,0,1,4,0,0
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:46:10,3,8,167,0,2,3,4,AD,40,1,2,1,82,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.382,22.784,5,106.0,C,NCTL,D,1,0,3.0,-3.0,0,0,0,0,0,0,1,0,2,5,0,-4
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:52:05,3,9,175,0,2,4,4,40,AD,2,2,2,85,90,2,0,0,0,0,1,F,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41.411,38.203,11,97.0,BC,NCTL,D,0,1,-2.0,2.0,0,0,0,0,0,0,1,0,0,5,0,-4
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:55:56,3,10,179,0,2,4,5,40,0,1,1,1,89,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.622,14.575,3,128.0,C,NCTL,ND,1,0,4.0,-4.0,0,0,0,0,0,0,1,0,0,5,0,-4
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,02:59:07,3,11,184,0,2,5,5,15,40,2,1,2,90,94,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,45.426,39.811,11,115.0,BW,NCTL,ND,0,1,-2.0,2.0,0,0,1,0,0,0,0,0,1,4,0,-4
2023-wimbledon-1302,Alexander Zverev,Matteo Berrettini,03:03:06,3,12,189,0,2,5,6,40,15,1,2,1,94,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.495,8.936,1,99.0,C,NCTL,D,1,0,2.0,-2.0,0,0,0,0,0,0,1,0,1,5,0,-4
